Student ID,Name,Subject Name,Grade,Remarks,Teacher Exp,Attendance (%),Parental Education,Gender,CGPA
541,Student_541,Economics for Engineers,10,0,1,74.97787290040245,High School,Female,8.545454545454545
541,Student_541,Database Management System Laboratory,7,0,1,74.97787290040245,High School,Female,8.545454545454545
541,Student_541,Machine Learning Laboratory,10,0,2,74.97787290040245,High School,Female,8.545454545454545
542,Student_542,Database Management System,10,4,0,58.29705994244149,Graduate,Female,9.0
542,Student_542,Machine Learning,8,2,3,58.29705994244149,Graduate,Female,9.0
542,Student_542,Design and Analysis of Algorithms,7,5,3,58.29705994244149,Graduate,Female,9.0
542,Student_542,Computer Organization and Architecture,10,0,2,58.29705994244149,Graduate,Female,9.0
542,Student_542,Microprocessor and Microcontroller,10,2,0,58.29705994244149,Graduate,Female,9.0
542,Student_542,Economics for Engineers,10,2,0,58.29705994244149,Graduate,Female,9.0
542,Student_542,Database Management System Laboratory,9,3,2,58.29705994244149,Graduate,Female,9.0
542,Student_542,Machine Learning Laboratory,7,2,3,58.29705994244149,Graduate,Female,9.0
543,Student_543,Database Management System,10,0,1,91.75636293845562,Postgraduate,Female,9.590909090909092
543,Student_543,Machine Learning,10,4,0,91.75636293845562,Postgraduate,Female,9.590909090909092
543,Student_543,Design and Analysis of Algorithms,8,4,0,91.75636293845562,Postgraduate,Female,9.590909090909092
543,Student_543,Computer Organization and Architecture,10,0,2,91.75636293845562,Postgraduate,Female,9.590909090909092
543,Student_543,Microprocessor and Microcontroller,10,3,3,91.75636293845562,Postgraduate,Female,9.590909090909092
543,Student_543,Economics for Engineers,10,3,1,91.75636293845562,Postgraduate,Female,9.590909090909092
543,Student_543,Database Management System Laboratory,10,4,0,91.75636293845562,Postgraduate,Female,9.590909090909092
543,Student_543,Machine Learning Laboratory,9,3,3,91.75636293845562,Postgraduate,Female,9.590909090909092
544,Student_544,Database Management System,9,3,1,73.06005207433375,Graduate,Female,9.272727272727273
544,Student_544,Machine Learning,9,1,3,73.06005207433375,Graduate,Female,9.272727272727273
544,Student_544,Design and Analysis of Algorithms,10,1,1,73.06005207433375,Graduate,Female,9.272727272727273
544,Student_544,Computer Organization and Architecture,10,2,3,73.06005207433375,Graduate,Female,9.272727272727273
544,Student_544,Microprocessor and Microcontroller,7,5,2,73.06005207433375,Graduate,Female,9.272727272727273
544,Student_544,Economics for Engineers,10,2,1,73.06005207433375,Graduate,Female,9.272727272727273
544,Student_544,Database Management System Laboratory,10,4,1,73.06005207433375,Graduate,Female,9.272727272727273
544,Student_544,Machine Learning Laboratory,9,0,1,73.06005207433375,Graduate,Female,9.272727272727273
545,Student_545,Database Management System,10,4,3,67.52737022095027,High School,Male,8.545454545454545
545,Student_545,Machine Learning,7,1,0,67.52737022095027,High School,Male,8.545454545454545
545,Student_545,Design and Analysis of Algorithms,10,1,1,67.52737022095027,High School,Male,8.545454545454545
545,Student_545,Computer Organization and Architecture,9,5,3,67.52737022095027,High School,Male,8.545454545454545
545,Student_545,Microprocessor and Microcontroller,8,1,2,67.52737022095027,High School,Male,8.545454545454545
545,Student_545,Economics for Engineers,8,0,3,67.52737022095027,High School,Male,8.545454545454545
545,Student_545,Database Management System Laboratory,5,2,1,67.52737022095027,High School,Male,8.545454545454545
545,Student_545,Machine Learning Laboratory,8,2,1,67.52737022095027,High School,Male,8.545454545454545
546,Student_546,Database Management System,10,0,1,74.06137546901203,Graduate,Male,9.090909090909092
546,Student_546,Machine Learning,8,0,0,74.06137546901203,Graduate,Male,9.090909090909092
546,Student_546,Design and Analysis of Algorithms,10,1,2,74.06137546901203,Graduate,Male,9.090909090909092
546,Student_546,Computer Organization and Architecture,9,1,0,74.06137546901203,Graduate,Male,9.090909090909092
546,Student_546,Microprocessor and Microcontroller,8,0,2,74.06137546901203,Graduate,Male,9.090909090909092
546,Student_546,Economics for Engineers,9,4,0,74.06137546901203,Graduate,Male,9.090909090909092
546,Student_546,Database Management System Laboratory,9,5,0,74.06137546901203,Graduate,Male,9.090909090909092
546,Student_546,Machine Learning Laboratory,10,2,0,74.06137546901203,Graduate,Male,9.090909090909092
547,Student_547,Database Management System,10,3,3,68.31261481330861,Postgraduate,Female,9.636363636363637
547,Student_547,Machine Learning,10,1,2,68.31261481330861,Postgraduate,Female,9.636363636363637
547,Student_547,Design and Analysis of Algorithms,10,4,2,68.31261481330861,Postgraduate,Female,9.636363636363637
547,Student_547,Computer Organization and Architecture,9,0,0,68.31261481330861,Postgraduate,Female,9.636363636363637
547,Student_547,Microprocessor and Microcontroller,9,1,0,68.31261481330861,Postgraduate,Female,9.636363636363637
547,Student_547,Economics for Engineers,10,4,1,68.31261481330861,Postgraduate,Female,9.636363636363637
547,Student_547,Database Management System Laboratory,9,4,1,68.31261481330861,Postgraduate,Female,9.636363636363637
547,Student_547,Machine Learning Laboratory,10,4,0,68.31261481330861,Postgraduate,Female,9.636363636363637
548,Student_548,Database Management System,7,3,2,88.72153027910753,High School,Male,8.636363636363637
548,Student_548,Machine Learning,9,3,1,88.72153027910753,High School,Male,8.636363636363637
548,Student_548,Design and Analysis of Algorithms,10,2,3,88.72153027910753,High School,Male,8.636363636363637
548,Student_548,Computer Organization and Architecture,8,4,2,88.72153027910753,High School,Male,8.636363636363637
548,Student_548,Microprocessor and Microcontroller,10,4,2,88.72153027910753,High School,Male,8.636363636363637
548,Student_548,Economics for Engineers,7,4,1,88.72153027910753,High School,Male,8.636363636363637
548,Student_548,Database Management System Laboratory,9,1,2,88.72153027910753,High School,Male,8.636363636363637
548,Student_548,Machine Learning Laboratory,10,3,0,88.72153027910753,High School,Male,8.636363636363637
549,Student_549,Database Management System,5,3,3,63.28769663028042,High School,Male,8.681818181818182
549,Student_549,Machine Learning,10,2,2,63.28769663028042,High School,Male,8.681818181818182
549,Student_549,Design and Analysis of Algorithms,9,4,3,63.28769663028042,High School,Male,8.681818181818182
549,Student_549,Computer Organization and Architecture,10,1,2,63.28769663028042,High School,Male,8.681818181818182
549,Student_549,Microprocessor and Microcontroller,9,4,0,63.28769663028042,High School,Male,8.681818181818182
549,Student_549,Economics for Engineers,9,2,0,63.28769663028042,High School,Male,8.681818181818182
549,Student_549,Database Management System Laboratory,10,4,3,63.28769663028042,High School,Male,8.681818181818182
549,Student_549,Machine Learning Laboratory,6,2,2,63.28769663028042,High School,Male,8.681818181818182
550,Student_550,Database Management System,10,4,0,92.30115873371184,Postgraduate,Female,9.136363636363637
550,Student_550,Machine Learning,9,2,1,92.30115873371184,Postgraduate,Female,9.136363636363637
550,Student_550,Design and Analysis of Algorithms,9,4,1,92.30115873371184,Postgraduate,Female,9.136363636363637
550,Student_550,Computer Organization and Architecture,8,0,3,92.30115873371184,Postgraduate,Female,9.136363636363637
550,Student_550,Microprocessor and Microcontroller,10,2,3,92.30115873371184,Postgraduate,Female,9.136363636363637
550,Student_550,Economics for Engineers,10,3,2,92.30115873371184,Postgraduate,Female,9.136363636363637
550,Student_550,Database Management System Laboratory,7,1,0,92.30115873371184,Postgraduate,Female,9.136363636363637
550,Student_550,Machine Learning Laboratory,9,1,2,92.30115873371184,Postgraduate,Female,9.136363636363637
551,Student_551,Database Management System,10,2,2,64.21056092859055,High School,Female,8.681818181818182
551,Student_551,Machine Learning,10,5,0,64.21056092859055,High School,Female,8.681818181818182
551,Student_551,Design and Analysis of Algorithms,9,0,0,64.21056092859055,High School,Female,8.681818181818182
551,Student_551,Computer Organization and Architecture,8,5,3,64.21056092859055,High School,Female,8.681818181818182
551,Student_551,Microprocessor and Microcontroller,7,3,3,64.21056092859055,High School,Female,8.681818181818182
551,Student_551,Economics for Engineers,10,4,2,64.21056092859055,High School,Female,8.681818181818182
551,Student_551,Database Management System Laboratory,5,3,0,64.21056092859055,High School,Female,8.681818181818182
551,Student_551,Machine Learning Laboratory,7,3,0,64.21056092859055,High School,Female,8.681818181818182
552,Student_552,Database Management System,7,1,3,70.20858787170907,High School,Female,8.409090909090908
552,Student_552,Machine Learning,8,5,2,70.20858787170907,High School,Female,8.409090909090908
552,Student_552,Design and Analysis of Algorithms,10,3,2,70.20858787170907,High School,Female,8.409090909090908
552,Student_552,Computer Organization and Architecture,9,2,0,70.20858787170907,High School,Female,8.409090909090908
552,Student_552,Microprocessor and Microcontroller,8,1,0,70.20858787170907,High School,Female,8.409090909090908
552,Student_552,Economics for Engineers,7,0,1,70.20858787170907,High School,Female,8.409090909090908
552,Student_552,Database Management System Laboratory,9,3,0,70.20858787170907,High School,Female,8.409090909090908
552,Student_552,Machine Learning Laboratory,10,0,0,70.20858787170907,High School,Female,8.409090909090908
553,Student_553,Database Management System,9,4,3,55.03029114429367,High School,Male,9.454545454545455
553,Student_553,Machine Learning,9,2,2,55.03029114429367,High School,Male,9.454545454545455
553,Student_553,Design and Analysis of Algorithms,10,4,3,55.03029114429367,High School,Male,9.454545454545455
553,Student_553,Computer Organization and Architecture,10,1,2,55.03029114429367,High School,Male,9.454545454545455
553,Student_553,Microprocessor and Microcontroller,9,1,1,55.03029114429367,High School,Male,9.454545454545455
553,Student_553,Economics for Engineers,10,5,1,55.03029114429367,High School,Male,9.454545454545455
553,Student_553,Database Management System Laboratory,10,1,0,55.03029114429367,High School,Male,9.454545454545455
553,Student_553,Machine Learning Laboratory,7,3,0,55.03029114429367,High School,Male,9.454545454545455
554,Student_554,Database Management System,8,0,1,71.12045186649264,Postgraduate,Female,8.363636363636363
554,Student_554,Machine Learning,10,2,0,71.12045186649264,Postgraduate,Female,8.363636363636363
554,Student_554,Design and Analysis of Algorithms,9,5,2,71.12045186649264,Postgraduate,Female,8.363636363636363
554,Student_554,Computer Organization and Architecture,9,0,1,71.12045186649264,Postgraduate,Female,8.363636363636363
554,Student_554,Microprocessor and Microcontroller,6,3,3,71.12045186649264,Postgraduate,Female,8.363636363636363
554,Student_554,Economics for Engineers,8,0,2,71.12045186649264,Postgraduate,Female,8.363636363636363
554,Student_554,Database Management System Laboratory,6,2,0,71.12045186649264,Postgraduate,Female,8.363636363636363
554,Student_554,Machine Learning Laboratory,10,4,0,71.12045186649264,Postgraduate,Female,8.363636363636363
555,Student_555,Database Management System,6,4,2,77.85034742099361,High School,Female,8.545454545454545
555,Student_555,Machine Learning,8,4,2,77.85034742099361,High School,Female,8.545454545454545
555,Student_555,Design and Analysis of Algorithms,9,0,1,77.85034742099361,High School,Female,8.545454545454545
555,Student_555,Computer Organization and Architecture,10,3,0,77.85034742099361,High School,Female,8.545454545454545
555,Student_555,Microprocessor and Microcontroller,7,2,3,77.85034742099361,High School,Female,8.545454545454545
555,Student_555,Economics for Engineers,10,0,1,77.85034742099361,High School,Female,8.545454545454545
555,Student_555,Database Management System Laboratory,10,2,2,77.85034742099361,High School,Female,8.545454545454545
555,Student_555,Machine Learning Laboratory,9,0,1,77.85034742099361,High School,Female,8.545454545454545
556,Student_556,Database Management System,8,1,1,71.9360457291348,Graduate,Female,8.409090909090908
556,Student_556,Machine Learning,6,1,2,71.9360457291348,Graduate,Female,8.409090909090908
556,Student_556,Design and Analysis of Algorithms,10,3,1,71.9360457291348,Graduate,Female,8.409090909090908
556,Student_556,Computer Organization and Architecture,9,2,1,71.9360457291348,Graduate,Female,8.409090909090908
556,Student_556,Microprocessor and Microcontroller,8,0,3,71.9360457291348,Graduate,Female,8.409090909090908
556,Student_556,Economics for Engineers,8,3,2,71.9360457291348,Graduate,Female,8.409090909090908
556,Student_556,Database Management System Laboratory,10,3,1,71.9360457291348,Graduate,Female,8.409090909090908
556,Student_556,Machine Learning Laboratory,9,3,0,71.9360457291348,Graduate,Female,8.409090909090908
557,Student_557,Database Management System,9,1,2,55.0,Graduate,Male,9.272727272727273
557,Student_557,Machine Learning,10,0,1,55.0,Graduate,Male,9.272727272727273
557,Student_557,Design and Analysis of Algorithms,10,1,0,55.0,Graduate,Male,9.272727272727273
557,Student_557,Computer Organization and Architecture,10,4,3,55.0,Graduate,Male,9.272727272727273
557,Student_557,Microprocessor and Microcontroller,8,3,2,55.0,Graduate,Male,9.272727272727273
557,Student_557,Economics for Engineers,8,1,2,55.0,Graduate,Male,9.272727272727273
557,Student_557,Database Management System Laboratory,9,4,3,55.0,Graduate,Male,9.272727272727273
557,Student_557,Machine Learning Laboratory,10,3,2,55.0,Graduate,Male,9.272727272727273
558,Student_558,Database Management System,7,5,3,69.57201028283035,Graduate,Female,8.545454545454545
558,Student_558,Machine Learning,8,3,1,69.57201028283035,Graduate,Female,8.545454545454545
558,Student_558,Design and Analysis of Algorithms,9,0,1,69.57201028283035,Graduate,Female,8.545454545454545
558,Student_558,Computer Organization and Architecture,8,0,3,69.57201028283035,Graduate,Female,8.545454545454545
558,Student_558,Microprocessor and Microcontroller,9,2,2,69.57201028283035,Graduate,Female,8.545454545454545
558,Student_558,Economics for Engineers,10,0,3,69.57201028283035,Graduate,Female,8.545454545454545
558,Student_558,Database Management System Laboratory,9,4,2,69.57201028283035,Graduate,Female,8.545454545454545
558,Student_558,Machine Learning Laboratory,9,0,2,69.57201028283035,Graduate,Female,8.545454545454545
559,Student_559,Database Management System,7,1,3,64.76516213631307,Graduate,Female,8.545454545454545
559,Student_559,Machine Learning,9,0,1,64.76516213631307,Graduate,Female,8.545454545454545
559,Student_559,Design and Analysis of Algorithms,8,0,2,64.76516213631307,Graduate,Female,8.545454545454545
559,Student_559,Computer Organization and Architecture,9,5,3,64.76516213631307,Graduate,Female,8.545454545454545
559,Student_559,Microprocessor and Microcontroller,9,3,0,64.76516213631307,Graduate,Female,8.545454545454545
559,Student_559,Economics for Engineers,10,3,3,64.76516213631307,Graduate,Female,8.545454545454545
559,Student_559,Database Management System Laboratory,7,2,0,64.76516213631307,Graduate,Female,8.545454545454545
559,Student_559,Machine Learning Laboratory,8,2,3,64.76516213631307,Graduate,Female,8.545454545454545
560,Student_560,Database Management System,9,0,3,89.21746484595492,Graduate,Female,9.227272727272727
560,Student_560,Machine Learning,10,5,3,89.21746484595492,Graduate,Female,9.227272727272727
560,Student_560,Design and Analysis of Algorithms,9,5,3,89.21746484595492,Graduate,Female,9.227272727272727
560,Student_560,Computer Organization and Architecture,10,4,1,89.21746484595492,Graduate,Female,9.227272727272727
560,Student_560,Microprocessor and Microcontroller,8,2,0,89.21746484595492,Graduate,Female,9.227272727272727
560,Student_560,Economics for Engineers,9,1,3,89.21746484595492,Graduate,Female,9.227272727272727
560,Student_560,Database Management System Laboratory,9,4,0,89.21746484595492,Graduate,Female,9.227272727272727
560,Student_560,Machine Learning Laboratory,10,0,3,89.21746484595492,Graduate,Female,9.227272727272727
561,Student_561,Database Management System,10,5,3,75.59856324345876,Graduate,Female,8.818181818181818
561,Student_561,Machine Learning,9,0,2,75.59856324345876,Graduate,Female,8.818181818181818
561,Student_561,Design and Analysis of Algorithms,9,4,2,75.59856324345876,Graduate,Female,8.818181818181818
561,Student_561,Computer Organization and Architecture,10,0,3,75.59856324345876,Graduate,Female,8.818181818181818
561,Student_561,Microprocessor and Microcontroller,8,5,3,75.59856324345876,Graduate,Female,8.818181818181818
561,Student_561,Economics for Engineers,6,5,0,75.59856324345876,Graduate,Female,8.818181818181818
561,Student_561,Database Management System Laboratory,9,5,2,75.59856324345876,Graduate,Female,8.818181818181818
561,Student_561,Machine Learning Laboratory,10,3,0,75.59856324345876,Graduate,Female,8.818181818181818
562,Student_562,Database Management System,10,5,0,83.96424721907412,Graduate,Male,9.227272727272727
562,Student_562,Machine Learning,9,2,3,83.96424721907412,Graduate,Male,9.227272727272727
562,Student_562,Design and Analysis of Algorithms,10,1,3,83.96424721907412,Graduate,Male,9.227272727272727
562,Student_562,Computer Organization and Architecture,9,2,1,83.96424721907412,Graduate,Male,9.227272727272727
562,Student_562,Microprocessor and Microcontroller,10,1,3,83.96424721907412,Graduate,Male,9.227272727272727
562,Student_562,Economics for Engineers,10,4,0,83.96424721907412,Graduate,Male,9.227272727272727
562,Student_562,Database Management System Laboratory,5,0,1,83.96424721907412,Graduate,Male,9.227272727272727
562,Student_562,Machine Learning Laboratory,5,1,0,83.96424721907412,Graduate,Male,9.227272727272727
563,Student_563,Database Management System,9,3,3,55.0,Postgraduate,Female,8.772727272727273
563,Student_563,Machine Learning,9,2,0,55.0,Postgraduate,Female,8.772727272727273
563,Student_563,Design and Analysis of Algorithms,8,1,0,55.0,Postgraduate,Female,8.772727272727273
563,Student_563,Computer Organization and Architecture,9,4,3,55.0,Postgraduate,Female,8.772727272727273
563,Student_563,Microprocessor and Microcontroller,10,2,0,55.0,Postgraduate,Female,8.772727272727273
563,Student_563,Economics for Engineers,7,3,3,55.0,Postgraduate,Female,8.772727272727273
563,Student_563,Database Management System Laboratory,10,0,2,55.0,Postgraduate,Female,8.772727272727273
563,Student_563,Machine Learning Laboratory,10,3,0,55.0,Postgraduate,Female,8.772727272727273
564,Student_564,Database Management System,6,0,1,93.95421006787197,Graduate,Male,8.818181818181818
564,Student_564,Machine Learning,10,0,2,93.95421006787197,Graduate,Male,8.818181818181818
564,Student_564,Design and Analysis of Algorithms,8,2,1,93.95421006787197,Graduate,Male,8.818181818181818
564,Student_564,Computer Organization and Architecture,10,3,3,93.95421006787197,Graduate,Male,8.818181818181818
564,Student_564,Microprocessor and Microcontroller,10,4,0,93.95421006787197,Graduate,Male,8.818181818181818
564,Student_564,Economics for Engineers,9,1,0,93.95421006787197,Graduate,Male,8.818181818181818
564,Student_564,Database Management System Laboratory,8,5,3,93.95421006787197,Graduate,Male,8.818181818181818
564,Student_564,Machine Learning Laboratory,9,2,1,93.95421006787197,Graduate,Male,8.818181818181818
565,Student_565,Database Management System,7,2,3,90.40107823744032,Graduate,Female,8.818181818181818
565,Student_565,Machine Learning,7,4,3,90.40107823744032,Graduate,Female,8.818181818181818
565,Student_565,Design and Analysis of Algorithms,10,2,1,90.40107823744032,Graduate,Female,8.818181818181818
565,Student_565,Computer Organization and Architecture,10,4,2,90.40107823744032,Graduate,Female,8.818181818181818
565,Student_565,Microprocessor and Microcontroller,10,2,1,90.40107823744032,Graduate,Female,8.818181818181818
565,Student_565,Economics for Engineers,8,3,3,90.40107823744032,Graduate,Female,8.818181818181818
565,Student_565,Database Management System Laboratory,10,2,3,90.40107823744032,Graduate,Female,8.818181818181818
565,Student_565,Machine Learning Laboratory,8,0,0,90.40107823744032,Graduate,Female,8.818181818181818
566,Student_566,Database Management System,9,5,1,84.68498802624876,Postgraduate,Male,9.090909090909092
566,Student_566,Machine Learning,10,2,1,84.68498802624876,Postgraduate,Male,9.090909090909092
566,Student_566,Design and Analysis of Algorithms,9,4,3,84.68498802624876,Postgraduate,Male,9.090909090909092
566,Student_566,Computer Organization and Architecture,10,5,3,84.68498802624876,Postgraduate,Male,9.090909090909092
566,Student_566,Microprocessor and Microcontroller,7,4,0,84.68498802624876,Postgraduate,Male,9.090909090909092
566,Student_566,Economics for Engineers,10,1,2,84.68498802624876,Postgraduate,Male,9.090909090909092
566,Student_566,Database Management System Laboratory,10,0,2,84.68498802624876,Postgraduate,Male,9.090909090909092
566,Student_566,Machine Learning Laboratory,6,0,2,84.68498802624876,Postgraduate,Male,9.090909090909092
567,Student_567,Database Management System,8,1,1,92.84558888853586,Postgraduate,Female,9.181818181818182
567,Student_567,Machine Learning,10,0,1,92.84558888853586,Postgraduate,Female,9.181818181818182
567,Student_567,Design and Analysis of Algorithms,10,1,3,92.84558888853586,Postgraduate,Female,9.181818181818182
567,Student_567,Computer Organization and Architecture,10,5,1,92.84558888853586,Postgraduate,Female,9.181818181818182
567,Student_567,Microprocessor and Microcontroller,7,5,2,92.84558888853586,Postgraduate,Female,9.181818181818182
567,Student_567,Economics for Engineers,9,3,2,92.84558888853586,Postgraduate,Female,9.181818181818182
567,Student_567,Database Management System Laboratory,10,0,3,92.84558888853586,Postgraduate,Female,9.181818181818182
567,Student_567,Machine Learning Laboratory,10,2,2,92.84558888853586,Postgraduate,Female,9.181818181818182
568,Student_568,Database Management System,9,3,2,73.34575947818107,Graduate,Male,9.318181818181818
568,Student_568,Machine Learning,10,5,0,73.34575947818107,Graduate,Male,9.318181818181818
568,Student_568,Design and Analysis of Algorithms,9,3,1,73.34575947818107,Graduate,Male,9.318181818181818
568,Student_568,Computer Organization and Architecture,9,3,1,73.34575947818107,Graduate,Male,9.318181818181818
568,Student_568,Microprocessor and Microcontroller,9,5,2,73.34575947818107,Graduate,Male,9.318181818181818
568,Student_568,Economics for Engineers,10,0,2,73.34575947818107,Graduate,Male,9.318181818181818
568,Student_568,Database Management System Laboratory,10,2,1,73.34575947818107,Graduate,Male,9.318181818181818
568,Student_568,Machine Learning Laboratory,9,5,3,73.34575947818107,Graduate,Male,9.318181818181818
569,Student_569,Database Management System,10,3,0,64.9055300974552,Graduate,Female,8.5
569,Student_569,Machine Learning,10,1,2,64.9055300974552,Graduate,Female,8.5
569,Student_569,Design and Analysis of Algorithms,8,0,3,64.9055300974552,Graduate,Female,8.5
569,Student_569,Computer Organization and Architecture,8,4,2,64.9055300974552,Graduate,Female,8.5
569,Student_569,Microprocessor and Microcontroller,7,5,2,64.9055300974552,Graduate,Female,8.5
569,Student_569,Economics for Engineers,8,0,1,64.9055300974552,Graduate,Female,8.5
569,Student_569,Database Management System Laboratory,10,2,1,64.9055300974552,Graduate,Female,8.5
569,Student_569,Machine Learning Laboratory,8,3,2,64.9055300974552,Graduate,Female,8.5
570,Student_570,Database Management System,10,1,0,75.32016417635238,High School,Female,8.909090909090908
570,Student_570,Machine Learning,8,0,0,75.32016417635238,High School,Female,8.909090909090908
570,Student_570,Design and Analysis of Algorithms,8,0,2,75.32016417635238,High School,Female,8.909090909090908
570,Student_570,Computer Organization and Architecture,10,0,1,75.32016417635238,High School,Female,8.909090909090908
570,Student_570,Microprocessor and Microcontroller,7,4,3,75.32016417635238,High School,Female,8.909090909090908
570,Student_570,Economics for Engineers,10,3,0,75.32016417635238,High School,Female,8.909090909090908
570,Student_570,Database Management System Laboratory,10,4,3,75.32016417635238,High School,Female,8.909090909090908
570,Student_570,Machine Learning Laboratory,9,4,2,75.32016417635238,High School,Female,8.909090909090908
571,Student_571,Database Management System,7,3,1,83.95997210413634,High School,Male,9.181818181818182
571,Student_571,Machine Learning,10,4,2,83.95997210413634,High School,Male,9.181818181818182
571,Student_571,Design and Analysis of Algorithms,10,2,1,83.95997210413634,High School,Male,9.181818181818182
571,Student_571,Computer Organization and Architecture,9,4,1,83.95997210413634,High School,Male,9.181818181818182
571,Student_571,Microprocessor and Microcontroller,10,0,3,83.95997210413634,High School,Male,9.181818181818182
571,Student_571,Economics for Engineers,10,1,0,83.95997210413634,High School,Male,9.181818181818182
571,Student_571,Database Management System Laboratory,5,5,2,83.95997210413634,High School,Male,9.181818181818182
571,Student_571,Machine Learning Laboratory,10,3,1,83.95997210413634,High School,Male,9.181818181818182
572,Student_572,Database Management System,5,1,2,76.46211355897586,High School,Female,8.772727272727273
572,Student_572,Machine Learning,10,2,1,76.46211355897586,High School,Female,8.772727272727273
572,Student_572,Design and Analysis of Algorithms,9,5,2,76.46211355897586,High School,Female,8.772727272727273
572,Student_572,Computer Organization and Architecture,10,1,3,76.46211355897586,High School,Female,8.772727272727273
572,Student_572,Microprocessor and Microcontroller,10,4,0,76.46211355897586,High School,Female,8.772727272727273
572,Student_572,Economics for Engineers,8,3,0,76.46211355897586,High School,Female,8.772727272727273
572,Student_572,Database Management System Laboratory,8,0,0,76.46211355897586,High School,Female,8.772727272727273
572,Student_572,Machine Learning Laboratory,10,5,0,76.46211355897586,High School,Female,8.772727272727273
573,Student_573,Database Management System,10,1,2,86.73229091293499,High School,Male,9.909090909090908
573,Student_573,Machine Learning,10,0,2,86.73229091293499,High School,Male,9.909090909090908
573,Student_573,Design and Analysis of Algorithms,10,3,3,86.73229091293499,High School,Male,9.909090909090908
573,Student_573,Computer Organization and Architecture,10,4,0,86.73229091293499,High School,Male,9.909090909090908
573,Student_573,Microprocessor and Microcontroller,10,3,0,86.73229091293499,High School,Male,9.909090909090908
573,Student_573,Economics for Engineers,10,4,3,86.73229091293499,High School,Male,9.909090909090908
573,Student_573,Database Management System Laboratory,9,3,2,86.73229091293499,High School,Male,9.909090909090908
573,Student_573,Machine Learning Laboratory,9,4,3,86.73229091293499,High School,Male,9.909090909090908
574,Student_574,Database Management System,6,3,3,75.0087558624062,High School,Female,8.818181818181818
574,Student_574,Machine Learning,10,4,0,75.0087558624062,High School,Female,8.818181818181818
574,Student_574,Design and Analysis of Algorithms,7,0,2,75.0087558624062,High School,Female,8.818181818181818
574,Student_574,Computer Organization and Architecture,10,3,1,75.0087558624062,High School,Female,8.818181818181818
574,Student_574,Microprocessor and Microcontroller,10,4,0,75.0087558624062,High School,Female,8.818181818181818
574,Student_574,Economics for Engineers,10,0,0,75.0087558624062,High School,Female,8.818181818181818
574,Student_574,Database Management System Laboratory,8,2,3,75.0087558624062,High School,Female,8.818181818181818
574,Student_574,Machine Learning Laboratory,10,5,3,75.0087558624062,High School,Female,8.818181818181818
575,Student_575,Database Management System,6,4,2,70.78552490235634,Graduate,Female,8.454545454545455
575,Student_575,Machine Learning,10,2,0,70.78552490235634,Graduate,Female,8.454545454545455
575,Student_575,Design and Analysis of Algorithms,6,1,1,70.78552490235634,Graduate,Female,8.454545454545455
575,Student_575,Computer Organization and Architecture,10,3,3,70.78552490235634,Graduate,Female,8.454545454545455
575,Student_575,Microprocessor and Microcontroller,8,1,1,70.78552490235634,Graduate,Female,8.454545454545455
575,Student_575,Economics for Engineers,10,3,0,70.78552490235634,Graduate,Female,8.454545454545455
575,Student_575,Database Management System Laboratory,10,1,2,70.78552490235634,Graduate,Female,8.454545454545455
575,Student_575,Machine Learning Laboratory,10,3,1,70.78552490235634,Graduate,Female,8.454545454545455
576,Student_576,Database Management System,6,5,0,71.64317468006846,Graduate,Male,8.772727272727273
576,Student_576,Machine Learning,10,0,1,71.64317468006846,Graduate,Male,8.772727272727273
576,Student_576,Design and Analysis of Algorithms,10,4,0,71.64317468006846,Graduate,Male,8.772727272727273
576,Student_576,Computer Organization and Architecture,9,5,2,71.64317468006846,Graduate,Male,8.772727272727273
576,Student_576,Microprocessor and Microcontroller,8,4,1,71.64317468006846,Graduate,Male,8.772727272727273
576,Student_576,Economics for Engineers,10,4,1,71.64317468006846,Graduate,Male,8.772727272727273
576,Student_576,Database Management System Laboratory,6,1,3,71.64317468006846,Graduate,Male,8.772727272727273
576,Student_576,Machine Learning Laboratory,9,0,0,71.64317468006846,Graduate,Male,8.772727272727273
577,Student_577,Database Management System,10,2,1,77.38273666986709,Postgraduate,Male,9.272727272727273
577,Student_577,Machine Learning,7,2,1,77.38273666986709,Postgraduate,Male,9.272727272727273
577,Student_577,Design and Analysis of Algorithms,10,5,1,77.38273666986709,Postgraduate,Male,9.272727272727273
577,Student_577,Computer Organization and Architecture,10,0,0,77.38273666986709,Postgraduate,Male,9.272727272727273
577,Student_577,Microprocessor and Microcontroller,10,5,2,77.38273666986709,Postgraduate,Male,9.272727272727273
577,Student_577,Economics for Engineers,9,5,0,77.38273666986709,Postgraduate,Male,9.272727272727273
577,Student_577,Database Management System Laboratory,9,5,2,77.38273666986709,Postgraduate,Male,9.272727272727273
577,Student_577,Machine Learning Laboratory,7,5,1,77.38273666986709,Postgraduate,Male,9.272727272727273
578,Student_578,Database Management System,10,3,3,92.59165805470218,Postgraduate,Female,9.636363636363637
578,Student_578,Machine Learning,10,1,1,92.59165805470218,Postgraduate,Female,9.636363636363637
578,Student_578,Design and Analysis of Algorithms,10,2,0,92.59165805470218,Postgraduate,Female,9.636363636363637
578,Student_578,Computer Organization and Architecture,10,4,0,92.59165805470218,Postgraduate,Female,9.636363636363637
578,Student_578,Microprocessor and Microcontroller,10,2,2,92.59165805470218,Postgraduate,Female,9.636363636363637
